wb_cc_dataset
country,year,greenhouse_gas_emissions,agricultural_land,co2_emissions,arable_land,agricultural_irrigated_land,cereal_yield,population_growth,urban_population,GDP
Fiji,2009,,,,11.7805212620027,,,,,
Fiji,2008,,,,11.8189300411523,,,,,
Fiji,2007,,,,11.8683127572016,,,,,
Fiji,2006,,,,11.9149519890261,,,,,
Fiji,2005,,,,11.9615912208505,,,,,
Fiji,2004,,,,12.0137174211248,,,,,
Fiji,2003,,,,12.0631001371742,,,,,
Fiji,2002,,,,12.1234567901235,,,,,
Fiji,2001,,,,12.1920438957476,,,,,
Fiji,2000,,,,12.2743484224966,,,,,
Fiji,1999,,,,12.3539094650206,,,,,
Fiji,1998,,,,12.4417009602195,,,,,
Fiji,1997,,,,12.5349794238683,,,,,
Fiji,1996,,,,12.6255144032922,,,,,
Fiji,1995,,,,12.6988480526605,,,,,
Fiji,1994,,,,12.7811300054855,,,,,
Fiji,1993,,,,12.8496982995063,,,,,
Fiji,1992,,,,12.9292375205705,,,,,
Fiji,1991,,,,13.0005485463522,,,,,
Fiji,1990,,,,13.0773450356555,,,,,
Kenya,2020,,,,10.3248540343116,,,,,
Kenya,2019,,,,9.97968054733918,,,,,
Kenya,2018,,,,10.2368888088685,,,,,
Kenya,2017,,,,10.4205355076005,,,,,
Kenya,2016,,,,11.1880449600041,,,,,
Kenya,2015,,,,11.3418555003987,,,,,
Kenya,2014,,,,11.3999845675043,,,,,
Kenya,2013,,,,11.5697420201137,,,,,
Kenya,2012,,,,11.6011214280203,,,,,
Kenya,2011,,,,11.6854857378019,,,,,
Kenya,2010,,,,11.7971141233056,,,,,
Kenya,2009,,,,11.905656009671,,,,,
Kenya,2008,,,,11.9889914864065,,,,,
Kenya,2007,,,,12.098562205818,,,,,
Kenya,2006,,,,12.0183132282209,,,,,
Kenya,2005,,,,11.983847321176,,,,,
Kenya,2004,,,,11.9416651662851,,,,,
Kenya,2003,,,,12.1669796033849,,,,,
Kenya,2002,,,,11.9262326705934,,,,,
Kenya,2001,,,,11.9092569253324,,,,,
Kenya,2000,,,,11.78271046066,,,,,
Kenya,1999,,,,11.7893978754598,,,,,
Kenya,1998,,,,11.7446436379537,,,,,
Kenya,1997,,,,11.720980477893,,,,,
Kenya,1996,,,,11.686000154325,,,,,
Kenya,1995,,,,11.6052367602047,,,,,
Kenya,1994,,,,11.5995781784511,,,,,
Kenya,1993,,,,11.590318681036,,,,,
Kenya,1992,,,,11.537848195684,,,,,
Kenya,1991,,,,11.5347616965457,,,,,
Kenya,1990,,,,11.1674682990818,,,,,
Netherlands,2020,,,,29.8434808434808,,,,,
Netherlands,2019,,,,30.0297000297,,,,,
Netherlands,2018,,,,30.3237303237303,,,,,
Netherlands,2017,,,,30.7989307989308,,,,,
Netherlands,2016,,,,30.5316305316305,,,,,
Netherlands,2015,,,,30.9474309474309,,,,,
Netherlands,2014,,,,31.0181062629861,,,,,
Netherlands,2013,,,,30.8222024339567,,,,,
Netherlands,2012,,,,29.982206405694,,,,,
Netherlands,2011,,,,29.8339264531435,,,,,
Netherlands,2010,,,,30.3172250222354,,,,,
Netherlands,2009,,,,31.2689000889416,,,,,
Netherlands,2008,,,,31.5936018957346,,,,,
Netherlands,2007,,,,31.3921800947867,,,,,
Netherlands,2006,,,,31.6883886255924,,,,,
Netherlands,2005,,,,32.9087677725119,,,,,
Netherlands,2004,,,,33.3975118483412,,,,,
Netherlands,2003,,,,32.3193127962085,,,,,
Netherlands,2002,,,,30.0710900473934,,,,,
Netherlands,2001,,,,29.8815165876777,,,,,
Netherlands,2000,,,,30.2932464454976,,,,,
Netherlands,1999,,,,27.0734597156398,,,,,
Netherlands,1998,,,,26.8364928909953,,,,,
Netherlands,1997,,,,26.6883886255924,,,,,
Netherlands,1996,,,,26.510663507109,,,,,
Netherlands,1995,,,,26.1255924170616,,,,,
Netherlands,1994,,,,26.2144549763033,,,,,
Netherlands,1993,,,,26.2736966824645,,,,,
Netherlands,1992,,,,26.2736966824645,,,,,
Netherlands,1991,,,,26.095971563981,,,,,
Netherlands,1990,,,,26.0367298578199,,,,,
Canada,2020,,,,7.42809828740168,,,,,
Canada,2019,,,,7.42809828740168,,,,,
Canada,2018,,,,7.42809828740168,,,,,
Canada,2017,,,,7.42809828740168,,,,,
Canada,2016,,,,7.42809828740168,,,,,
Canada,2015,,,,7.42809828740168,,,,,
Canada,2014,,,,7.42809828740168,,,,,
Canada,2013,,,,7.42809828740168,,,,,
Canada,2012,,,,7.42809828740168,,,,,
Canada,2011,,,,7.42809828740168,,,,,
Canada,2010,,,,7.42809828740168,,,,,
Canada,2009,,,,7.42809828740168,,,,,
Canada,2008,,,,7.42809828740168,,,,,
Canada,2007,,,,7.42312431385527,,,,,
Canada,2006,,,,7.42312431385527,,,,,
Canada,2005,,,,7.4341066295351,,,,,
Canada,2004,,,,7.4564608396317,,,,,
Canada,2003,,,,7.48178680396411,,,,,
Canada,2002,,,,7.5371132547949,,,,,
Canada,2001,,,,7.56145744558754,,,,,
Canada,2000,,,,7.59241917938337,,,,,
Canada,1999,,,,7.62576951779021,,,,,
Canada,1998,,,,7.69975520868307,,,,,
Canada,1997,,,,7.78244849239711,,,,,
Canada,1996,,,,7.69473121194581,,,,,
Canada,1995,,,,7.78465269458884,,,,,
Canada,1994,,,,7.83953439677975,,,,,
Canada,1993,,,,7.90532021496163,,,,,
Canada,1992,,,,8.05420394815115,,,,,
Canada,1991,,,,,,,,,
Canada,1990,,,,,,,,,
Turkiye,2020,,,,25.4485921806582,,,,,
Turkiye,2019,,,,25.4407962267583,,,,,
Turkiye,2018,,,,25.6265997947065,,,,,
Turkiye,2017,,,,25.9839143484532,,,,,
Turkiye,2016,,,,26.4828553980484,,,,,
Turkiye,2015,,,,26.8310746722451,,,,,
Turkiye,2014,,,,26.8947416290945,,,,,
Turkiye,2013,,,,26.732325922846,,,,,
Turkiye,2012,,,,26.736223899796,,,,,
Turkiye,2011,,,,26.6868495250965,,,,,
Turkiye,2010,,,,27.784779699336,,,,,
Turkiye,2009,,,,27.7419019528865,,,,,
Turkiye,2008,,,,28.0069643854839,,,,,
Turkiye,2007,,,,28.5578784610787,,,,,
Turkiye,2006,,,,29.8598027623663,,,,,
Turkiye,2005,,,,30.9629302392059,,,,,
Turkiye,2004,,,,31.0162025908553,,,,,
Turkiye,2003,,,,30.3678390915115,,,,,
Turkiye,2002,,,,31.1760196458038,,,,,
Turkiye,2001,,,,30.9252497953562,,,,,
Turkiye,2000,,,,30.9577329366059,,,,,
Turkiye,1999,,,,31.5463274560503,,,,,
Turkiye,1998,,,,31.7542195600483,,,,,
Turkiye,1997,,,,31.5697153177501,,,,,
Turkiye,1996,,,,31.8516689837974,,,,,
Turkiye,1995,,,,32.0335745747957,,,,,
Turkiye,1994,,,,32.0998401829451,,,,,
Turkiye,1993,,,,31.8087912373478,,,,,
Turkiye,1992,,,,31.8516689837974,,,,,
Turkiye,1991,,,,32.0491664825955,,,,,
Turkiye,1990,,,,32.0244792952458,,,,,
Ukraine,2020,,,,56.8243010010356,,,,,
Ukraine,2019,,,,56.8243010010356,,,,,
Ukraine,2018,,,,56.7638936831205,,,,,
Ukraine,2017,,,,56.5734507163818,,,,,
Ukraine,2016,,,,56.5796060694989,,,,,
Ukraine,2015,,,,56.5778798183984,,,,,
Ukraine,2014,,,,56.569248562896,,,,,
Ukraine,2013,,,,56.5784022647242,,,,,
Ukraine,2012,,,,56.1313263826555,,,,,
Ukraine,2011,,,,56.0985293102258,,,,,
Ukraine,2010,,,,56.0605537526755,,,,,
Ukraine,2009,,,,56.0622799143824,,,,,
Ukraine,2008,,,,56.0553752675551,,,,,
Ukraine,2007,,,,55.9853624013947,,,,,
Ukraine,2006,,,,56.0031759182546,,,,,
Ukraine,2005,,,,56.0115986054058,,,,,
Ukraine,2004,,,,56.0672489384472,,,,,
Ukraine,2003,,,,56.0637967342148,,,,,
Ukraine,2002,,,,56.1742672696517,,,,,
Ukraine,2001,,,,56.161215154915,,,,,
Ukraine,2000,,,,56.2078191076206,,,,,
Ukraine,1999,,,,56.3907827737982,,,,,
Ukraine,1998,,,,56.7152843704151,,,,,
Ukraine,1997,,,,57.1001984983171,,,,,
Ukraine,1996,,,,57.2866143091396,,,,,
Ukraine,1995,,,,57.4540433244153,,,,,
Ukraine,1994,,,,57.4626736860274,,,,,
Ukraine,1993,,,,57.5368947958919,,,,,
Ukraine,1992,,,,57.58522482092,,,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
United States,2020,,,,17.2438567377468,,,,,
United States,2019,,,,17.2438567377468,,,,,
United States,2018,,,,17.2438567377468,,,,,
United States,2017,,,,17.2438567377468,,,,,
United States,2016,,,,17.1841896403576,,,,,
United States,2015,,,,17.1245116109242,,,,,
United States,2014,,,,17.064844513535,,,,,
United States,2013,,,,17.0051664841015,,,,,
United States,2012,,,,16.9454884546681,,,,,
United States,2011,,,,17.0935629937184,,,,,
United States,2010,,,,17.2416375327688,,,,,
United States,2009,,,,17.3897120718192,,,,,
United States,2008,,,,17.5377866108695,,,,,
United States,2007,,,,17.6578708393001,,,,,
United States,2006,,,,17.9029395585205,,,,,
United States,2005,,,,18.1480082777409,,,,,
United States,2004,,,,18.3930769969613,,,,,
United States,2003,,,,18.6348822080961,,,,,
United States,2002,,,,18.8799945862876,,,,,
United States,2001,,,,19.1444588033949,,,,,
United States,2000,,,,19.1409660857113,,,,,
United States,1999,,,,19.1471520784019,,,,,
United States,1998,,,,19.3015364189821,,,,,
United States,1997,,,,19.3899744075747,,,,,
United States,1996,,,,19.5443587481548,,,,,
United States,1995,,,,19.8536733428249,,,,,
United States,1994,,,,19.8645916130216,,,,,
United States,1993,,,,19.9529204189122,,,,,
United States,1992,,,,20.0983517779311,,,,,
United States,1991,,,,20.2726073702691,,,,,
United States,1990,,,,20.2726073702691,,,,,
South Africa,2020,,,,9.89209374407505,,,,,
South Africa,2019,,,,9.89209374407505,,,,,
South Africa,2018,,,,9.89209374407505,,,,,
South Africa,2017,,,,9.89209374407505,,,,,
South Africa,2016,,,,9.89209374407505,,,,,
South Africa,2015,,,,9.89209374407505,,,,,
South Africa,2014,,,,9.89209374407505,,,,,
South Africa,2013,,,,9.89209374407505,,,,,
South Africa,2012,,,,9.89209374407505,,,,,
South Africa,2011,,,,9.91929700187126,,,,,
South Africa,2010,,,,10.331467574541,,,,,
South Africa,2009,,,,10.4361588999992,,,,,
South Africa,2008,,,,10.5515666603467,,,,,
South Africa,2007,,,,10.3866984312788,,,,,
South Africa,2006,,,,10.3866984312788,,,,,
South Africa,2005,,,,10.8606945898491,,,,,
South Africa,2004,,,,10.9637372330165,,,,,
South Africa,2003,,,,11.2110395766184,,,,,
South Africa,2002,,,,11.2934736911523,,,,,
South Africa,2001,,,,11.2811085739723,,,,,
South Africa,2000,,,,11.3857998994304,,,,,
South Africa,1999,,,,11.3429341598727,,,,,
South Africa,1998,,,,11.2934736911523,,,,,
South Africa,1997,,,,11.2934736911523,,,,,
South Africa,1996,,,,11.2522566338854,,,,,
South Africa,1995,,,,11.1286054620844,,,,,
South Africa,1994,,,,11.0873884048174,,,,,
South Africa,1993,,,,11.0676042173293,,,,,
South Africa,1992,,,,10.850802496105,,,,,
South Africa,1991,,,,10.6340007748807,,,,,
South Africa,1990,,,,10.5515666603467,,,,,
China,2020,,,,,0.427517391609866,,,,
China,2019,,,,,0.539344565310351,,,,
China,2018,,,,,0.640298694604271,,,,
China,2017,,,,,0.603490239002574,,,,
China,2016,,,,,0.626674683743819,,,,
China,2015,,,,,0.61734636719053,,,,
China,2014,,,,,0.630650360688312,,,,
China,2013,,,,,0.639634187344496,,,,
China,2012,,,,,0.553121350845829,,,,
China,2011,,,,,0.495555650924844,,,,
China,2010,,,,,0.489143719511547,,,,
China,2009,,,,,0.458287031856284,,,,
China,2008,,,,,0.475483446702698,,,,
China,2007,,,,,0.482734642800212,,,,
China,2006,,,,,0.62203458570933,,,,
China,2005,,,,,0.586256490261561,,,,
China,2004,,,,,0.60824601297524,,,,
China,2003,,,,,0.541069397042093,,,,
China,2002,,,,,0.569351230425056,,,,
China,2001,,,,,0.549923195084485,,,,
China,2000,,,,,,,,,
China,1999,,,,,,,,,
China,1998,,,,,,,,,
China,1997,,,,,,,,,
China,1996,,,,,,,,,
China,1995,,,,,,,,,
China,1994,,,,,,,,,
China,1993,,,,,,,,,
China,1992,,,,,,,,,
China,1991,,,,,,,,,
China,1990,,,,,,,,,
China,2020,,,,,,,,,
China,2019,,,,,,,,,
China,2018,,,,,,,,,
China,2017,,,,,,,,,
China,2016,,,,,,,,,
China,2015,,,,,,,,,
China,2014,,,,,,,,,
China,2013,,,,,,,,,
China,2012,,,,,,,,,
China,2011,,,,,,,,,
China,2010,,,,,,,,,
China,2009,,,,,,,,,
China,2008,,,,,,,,,
China,2007,,,,,,,,,
China,2006,,,,,,,,,
China,2005,,,,,,,,,
China,2004,,,,,,,,,
China,2003,,,,,,,,,
China,2002,,,,,,,,,
China,2001,,,,,,,,,
China,2000,,,,,,,,,
China,1999,,,,,,,,,
China,1998,,,,,,,,,
China,1997,,,,,,,,,
China,1996,,,,,,,,,
China,1995,,,,,,,,,
China,1994,,,,,,,,,
China,1993,,,,,,,,,
China,1992,,,,,,,,,
China,1991,,,,,,,,,
China,1990,,,,,,,,,
Italy,2020,,,,,3.05212413377523,,,,
Italy,2019,,,,,,,,,
Italy,2018,,,,,,,,,
Italy,2017,,,,,,,,,
Italy,2016,,,,,2.71204754186926,,,,
Italy,2015,,,,,,,,,
Italy,2014,,,,,,,,,
Italy,2013,,,,,2.1896149008804,,,,
Italy,2012,,,,,,,,,
Italy,2011,,,,,,,,,
Italy,2010,,,,,,,,,
Italy,2009,,,,,2.20893047494966,,,,
Italy,2008,,,,,,,,,
Italy,2007,,,,,,,,,
Italy,2006,,,,,1.38439749793462,,,,
Italy,2005,,,,,,,,,
Italy,2004,,,,,,,,,
Italy,2003,,,,,,,,,
Italy,2002,,,,,,,,,
Italy,2001,,,,,,,,,
Italy,2000,,,,,,,,,
Italy,1999,,,,,,,,,
Italy,1998,,,,,,,,,
Italy,1997,,,,,,,,,
Italy,1996,,,,,,,,,
Italy,1995,,,,,,,,,
Italy,1994,,,,,,,,,
Italy,1993,,,,,,,,,
Italy,1992,,,,,,,,,
Italy,1991,,,,,,,,,
Italy,1990,,,,,,,,,
India,2020,,,,,39.9641870855713,,,,
India,2019,,,,,39.9642159909513,,,,
India,2018,,,,,38.7893080022906,,,,
India,2017,,,,,38.3010121136423,,,,
India,2016,,,,,37.4767510496831,,,,
India,2015,,,,,38.0592736886044,,,,
India,2014,,,,,37.899492566545,,,,
India,2013,,,,,36.7856069627931,,,,
India,2012,,,,,36.3294775163937,,,,
India,2011,,,,,35.3987866644404,,,,
India,2010,,,,,34.4923791438579,,,,
India,2009,,,,,35.3416487104871,,,,
India,2008,,,,,34.6501109831606,,,,
India,2007,,,,,34.9320788330921,,,,
India,2006,,,,,33.8165486420686,,,,
India,2005,,,,,32.8692137725814,,,,
India,2004,,,,,31.6329868329868,,,,
India,2003,,,,,30.7335963028921,,,,
India,2002,,,,,31.5330084182543,,,,
India,2001,,,,,32.2073057893366,,,,
India,2000,,,,,,,,,
India,1999,,,,,,,,,
India,1998,,,,,,,,,
India,1997,,,,,,,,,
India,1996,,,,,,,,,
India,1995,,,,,,,,,
India,1994,,,,,,,,,
India,1993,,,,,,,,,
India,1992,,,,,,,,,
India,1991,,,,,,,,,
India,1990,,,,,,,,,
Fiji,2020,,,,,,,,,
Fiji,2019,,,,,,,,,
Fiji,2018,,,,,,,,,
Fiji,2017,,,,,,,,,
Fiji,2016,,,,,,,,,
Fiji,2015,,,,,,,,,
Fiji,2014,,,,,34.8162903939796,,,,
Fiji,2013,,,,,35.1917144116351,,,,
Fiji,2012,,,,,34.7109254781271,,,,
Fiji,2011,,,,,34.5099758824819,,,,
Fiji,2010,,,,,35.3799259743087,,,,
Fiji,2009,,,,,35.170318941202,,,,
Fiji,2008,,,,,35.0907519446845,,,,
Fiji,2007,,,,,35.8924731182796,,,,
Fiji,2006,,,,,36.0522372083066,,,,
Fiji,2005,,,,,36.2745098039216,,,,
Fiji,2004,,,,,35.9991514637251,,,,
Fiji,2003,,,,,35.0506756756757,,,,
Fiji,2002,,,,,35.3348729792148,,,,
Fiji,2001,,,,,35.468391404131,,,,
Fiji,2000,,,,,,,,,
Fiji,1999,,,,,,,,,
Fiji,1998,,,,,,,,,
Fiji,1997,,,,,,,,,
Fiji,1996,,,,,,,,,
Fiji,1995,,,,,,,,,
Fiji,1994,,,,,,,,,
Fiji,1993,,,,,,,,,
Fiji,1992,,,,,,,,,
Fiji,1991,,,,,,,,,
Fiji,1990,,,,,,,,,
Kenya,2020,,,,,6.24060614795446,,,,
Kenya,2019,,,,,6.28056520924812,,,,
Kenya,2018,,,,,,,,,
Kenya,2017,,,,,,,,,
Kenya,2016,,,,,,,,,
Kenya,2015,,,,,,,,,
Kenya,2014,,,,,5.94341151213189,,,,
Kenya,2013,,,,,5.82393502603381,,,,
Kenya,2012,,,,,5.69185768863419,,,,
Kenya,2011,,,,,6.38459564556562,,,,
Kenya,2010,,,,,5.80903081320538,,,,
Kenya,2009,,,,,5.4790518299215,,,,
Kenya,2008,,,,,5.43079676841952,,,,
Kenya,2007,,,,,4.97750702905342,,,,
Kenya,2006,,,,,5.06709205217228,,,,
Kenya,2005,,,,,5.05489349723187,,,,
Kenya,2004,,,,,1.95270714084639,,,,
Kenya,2003,,,,,1.90708587517597,,,,
Kenya,2002,,,,,,,,,
Kenya,2001,,,,,,,,,
Kenya,2000,,,,,,,,,
Kenya,1999,,,,,,,,,
Kenya,1998,,,,,,,,,
Kenya,1997,,,,,,,,,
Kenya,1996,,,,,,,,,
Kenya,1995,,,,,,,,,
Kenya,1994,,,,,,,,,
Kenya,1993,,,,,,,,,
Kenya,1992,,,,,,,,,
Kenya,1991,,,,,,,,,
Kenya,1990,,,,,,,,,
Netherlands,2020,,,,,,,,,
Netherlands,2019,,,,,16.3419198590929,,,,
Netherlands,2018,,,,,14.006586169045,,,,
Netherlands,2017,,,,,,,,,
Netherlands,2016,,,,,11.0743801652893,,,,
Netherlands,2015,,,,,,,,,
Netherlands,2014,,,,,,,,,
Netherlands,2013,,,,,5.50985061701667,,,,
Netherlands,2012,,,,,,,,,
Netherlands,2011,,,,,,,,,
Netherlands,2010,,,,,7.31720343961972,,,,
Netherlands,2009,,,,,,,,,
Netherlands,2008,,,,,,,,,
Netherlands,2007,,,,,10.5516088591726,,,,
Netherlands,2006,,,,,,,,,
Netherlands,2005,,,,,4.79950456727048,,,,
Netherlands,2004,,,,,,,,,
Netherlands,2003,,,,,,,,,
Netherlands,2002,,,,,,,,,
Netherlands,2001,,,,,,,,,
Netherlands,2000,,,,,,,,,
Netherlands,1999,,,,,,,,,
Netherlands,1998,,,,,,,,,
Netherlands,1997,,,,,,,,,
Netherlands,1996,,,,,,,,,
Netherlands,1995,,,,,,,,,
Netherlands,1994,,,,,,,,,
Netherlands,1993,,,,,,,,,
Netherlands,1992,,,,,,,,,
Netherlands,1991,,,,,,,,,
Netherlands,1990,,,,,,,,,
Canada,2020,,,,,,,,,
Canada,2019,,,,,,,,,
Canada,2018,,,,,,,,,
Canada,2017,,,,,,,,,
Canada,2016,,,,,,,,,
Canada,2015,,,,,,,,,
Canada,2014,,,,,,,,,
Canada,2013,,,,,,,,,
Canada,2012,,,,,,,,,
Canada,2011,,,,,,,,,
Canada,2010,,,,,,,,,
Canada,2009,,,,,,,,,
Canada,2008,,,,,1.97082053328631,,,,
Canada,2007,,,,,2.01937223560426,,,,
Canada,2006,,,,,2.05719111969112,,,,
Canada,2005,,,,,2.07436943620178,,,,
Canada,2004,,,,,2.09741642744699,,,,
Canada,2003,,,,,2.09962224369674,,,,
Canada,2002,,,,,2.05214838611407,,,,
Canada,2001,,,,,2.06906728272949,,,,
Canada,2000,,,,,,,,,
Canada,1999,,,,,,,,,
Canada,1998,,,,,,,,,
Canada,1997,,,,,,,,,
Canada,1996,,,,,,,,,
Canada,1995,,,,,,,,,
Canada,1994,,,,,,,,,
Canada,1993,,,,,,,,,
Canada,1992,,,,,,,,,
Canada,1991,,,,,,,,,
Canada,1990,,,,,,,,,
Turkiye,2020,,,,,13.8101795455749,,,,
Turkiye,2019,,,,,13.8270230141054,,,,
Turkiye,2018,,,,,13.7955663721496,,,,
Turkiye,2017,,,,,13.7366979243494,,,,
Turkiye,2016,,,,,13.6062408682947,,,,
Turkiye,2015,,,,,13.5275349536977,,,,
Turkiye,2014,,,,,13.5264823364631,,,,
Turkiye,2013,,,,,13.5725997449444,,,,
Turkiye,2012,,,,,13.5782539641211,,,,
Turkiye,2011,,,,,13.6350563442884,,,,
Turkiye,2010,,,,,13.3676817389521,,,,
Turkiye,2009,,,,,13.4023797897767,,,,
Turkiye,2008,,,,,13.3300955983845,,,,
Turkiye,2007,,,,,13.2008606505506,,,,
Turkiye,2006,,,,,12.87876916998,,,,
Turkiye,2005,,,,,12.6507047036848,,,,
Turkiye,2004,,,,,12.6546954622664,,,,
Turkiye,2003,,,,,12.8309221533314,,,,
Turkiye,2002,,,,,12.658996019031,,,,
Turkiye,2001,,,,,,,,,
Turkiye,2000,,,,,,,,,
Turkiye,1999,,,,,,,,,
Turkiye,1998,,,,,,,,,
Turkiye,1997,,,,,,,,,
Turkiye,1996,,,,,,,,,
Turkiye,1995,,,,,,,,,
Turkiye,1994,,,,,,,,,
Turkiye,1993,,,,,,,,,
Turkiye,1992,,,,,,,,,
Turkiye,1991,,,,,,,,,
Turkiye,1990,,,,,,,,,
Ukraine,2020,,,,,1.05298830819878,,,,
Ukraine,2019,,,,,0.987630413207136,,,,
Ukraine,2018,,,,,0.965423794430061,,,,
Ukraine,2017,,,,,0.899033478753405,,,,
Ukraine,2016,,,,,0.792484644104541,,,,
Ukraine,2015,,,,,0.756480678423436,,,,
Ukraine,2014,,,,,0.7467900074679,,,,
Ukraine,2013,,,,,0.968068198237249,,,,
Ukraine,2012,,,,,0.910477758674964,,,,
Ukraine,2011,,,,,0.898718538795087,,,,
Ukraine,2010,,,,,0.896600189013013,,,,
Ukraine,2009,,,,,0.981199728655877,,,,
Ukraine,2008,,,,,,,,,
Ukraine,2007,,,,,,,,,
Ukraine,2006,,,,,,,,,
Ukraine,2005,,,,,,,,,
Ukraine,2004,,,,,,,,,
Ukraine,2003,,,,,1.76858904606456,,,,
Ukraine,2002,,,,,1.76369697555319,,,,
Ukraine,2001,,,,,1.31279449075752,,,,
Ukraine,2000,,,,,,,,,
Ukraine,1999,,,,,,,,,
Ukraine,1998,,,,,,,,,
Ukraine,1997,,,,,,,,,
Ukraine,1996,,,,,,,,,
Ukraine,1995,,,,,,,,,
Ukraine,1994,,,,,,,,,
Ukraine,1993,,,,,,,,,
Ukraine,1992,,,,,,,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
United States,2020,,,,,,,,,
United States,2019,,,,,,,,,
United States,2018,,,,,,,,,
United States,2017,,,,,5.78551729401439,,,,
United States,2016,,,,,,,,,
United States,2015,,,,,,,,,
United States,2014,,,,,,,,,
United States,2013,,,,,,,,,
United States,2012,,,,,5.60433187991234,,,,
United States,2011,,,,,,,,,
United States,2010,,,,,,,,,
United States,2009,,,,,,,,,
United States,2008,,,,,5.4098017947332,,,,
United States,2007,,,,,5.54815994667411,,,,
United States,2006,,,,,,,,,
United States,2005,,,,,,,,,
United States,2004,,,,,,,,,
United States,2003,,,,,,,,,
United States,2002,,,,,5.41901497104565,,,,
United States,2001,,,,,,,,,
United States,2000,,,,,,,,,
United States,1999,,,,,,,,,
United States,1998,,,,,,,,,
United States,1997,,,,,,,,,
United States,1996,,,,,,,,,
United States,1995,,,,,,,,,
United States,1994,,,,,,,,,
United States,1993,,,,,,,,,
United States,1992,,,,,,,,,
United States,1991,,,,,,,,,
United States,1990,,,,,,,,,
South Africa,2020,,,,,,,,,
South Africa,2019,,,,,,,,,
South Africa,2018,,,,,,,,,
South Africa,2017,,,,,,,,,
South Africa,2016,,,,,,,,,
South Africa,2015,,,,,,,,,
South Africa,2014,,,,,,,,,
South Africa,2013,,,,,,,,,
South Africa,2012,,,,,,,,,
South Africa,2011,,,,,1.66123643306286,,,,
South Africa,2010,,,,,1.58735073433033,,,,
South Africa,2009,,,,,,,,,
South Africa,2008,,,,,,,,,
South Africa,2007,,,,,,,,,
South Africa,2006,,,,,,,,,
South Africa,2005,,,,,,,,,
South Africa,2004,,,,,,,,,
South Africa,2003,,,,,,,,,
South Africa,2002,,,,,,,,,
South Africa,2001,,,,,,,,,
South Africa,2000,,,,,,,,,
South Africa,1999,,,,,,,,,
South Africa,1998,,,,,,,,,
South Africa,1997,,,,,,,,,
South Africa,1996,,,,,,,,,
South Africa,1995,,,,,,,,,
South Africa,1994,,,,,,,,,
South Africa,1993,,,,,,,,,
South Africa,1992,,,,,,,,,
South Africa,1991,,,,,,,,,
South Africa,1990,,,,,,,,,
China,2020,,,,,,1650.5,,,
China,2019,,,,,,1768.9,,,
China,2018,,,,,,2035.8,,,
China,2017,,,,,,2674.2,,,
China,2016,,,,,,2075.2,,,
China,2015,,,,,,2027.3,,,
China,2014,,,,,,2137.9,,,
China,2013,,,,,,1936.1,,,
China,2012,,,,,,2231.6,,,
China,2011,,,,,,2097.5,,,
China,2010,,,,,,1661.5,,,
China,2009,,,,,,1651.4,,,
China,2008,,,,,,1332.7,,,
China,2007,,,,,,981.3,,,
China,2006,,,,,,2111.7,,,
China,2005,,,,,,1694.6,,,
China,2004,,,,,,2116.4,,,
China,2003,,,,,,1020.7,,,
China,2002,,,,,,2197.5,,,
China,2001,,,,,,1959.6,,,
China,2000,,,,,,1962.3,,,
China,1999,,,,,,2111.0,,,
China,1998,,,,,,1986.3,,,
China,1997,,,,,,1953.8,,,
China,1996,,,,,,2129.5,,,
China,1995,,,,,,1871.0,,,
China,1994,,,,,,1266.7,,,
China,1993,,,,,,1979.5,,,
China,1992,,,,,,1896.6,,,
China,1991,,,,,,1603.4,,,
China,1990,,,,,,1716.1,,,
China,2020,,,,,,6296.4,,,
China,2019,,,,,,6267.9,,,
China,2018,,,,,,6129.3,,,
China,2017,,,,,,6111.3,,,
China,2016,,,,,,6017.6,,,
China,2015,,,,,,5985.7,,,
China,2014,,,,,,5893.2,,,
China,2013,,,,,,5894.1,,,
China,2012,,,,,,5827.1,,,
China,2011,,,,,,5709.4,,,
China,2010,,,,,,5526.1,,,
China,2009,,,,,,5449.9,,,
China,2008,,,,,,5549.2,,,
China,2007,,,,,,5319.8,,,
China,2006,,,,,,5315.5,,,
China,2005,,,,,,5225.6,,,
China,2004,,,,,,5189.8,,,
China,2003,,,,,,4875.8,,,
China,2002,,,,,,4873.5,,,
China,2001,,,,,,4802.2,,,
China,2000,,,,,,4756.4,,,
China,1999,,,,,,4947.1,,,
China,1998,,,,,,4954.0,,,
China,1997,,,,,,4816.7,,,
China,1996,,,,,,4894.5,,,
China,1995,,,,,,4663.8,,,
China,1994,,,,,,4510.1,,,
China,1993,,,,,,4567.7,,,
China,1992,,,,,,4365.8,,,
China,1991,,,,,,4237.3,,,
China,1990,,,,,,,,,
Italy,2020,,,,,,7133.3,,,
Italy,2019,,,,,,6952.0,,,
Italy,2018,,,,,,6178.9,,,
Italy,2017,,,,,,7269.9,,,
Italy,2016,,,,,,7182.1,,,
Italy,2015,,,,,,7497.8,,,
Italy,2014,,,,,,8050.3,,,
Italy,2013,,,,,,7318.0,,,
Italy,2012,,,,,,6964.9,,,
Italy,2011,,,,,,6458.3,,,
Italy,2010,,,,,,6685.2,,,
Italy,2009,,,,,,7201.4,,,
Italy,2008,,,,,,7118.8,,,
